,축제명,축제주요내용
50,C-Festival(씨페스티벌),"['희선', '기자', '5', '5월', '월', '축제', '서막', '씨', '씨페스티벌', '페스티벌', '성황리', '마무리', '삼성', '삼성동', '동', '무역', '무역센터', '센터', '코', '코엑스', '엑스', '일대', '5회차', '회', '차', '본', '행사', '단순', '소비', '청년', '스타트', '스타트업', '업', '기업', '참여', '2019', '을', '개최', '은', '대한', '대한민국', '민국', '최대', '민', '관', '관협업', '협업', '마이', '행사다', '공연', '우수', '3', '3개사', '개사', '스타', '러', '러스터', '스터', '위원회', '광장']"
51,자연휴양림휴문화한마당,"['산림청', '국립', '자연', '자연휴양림', '휴양림', '30', '30주년', '주년', '나무', '숲', '우리', '혜택', '체험', '수', '기념', '휴', '문화', '한마당', '교육', '어울림', '행사', '24', '26', '26일', '일', '3', '서울', '양재', '시민', '청장', '김', '김재현', '재현', '은', '국내', '최대', '축제', '휴문', '숲교육', '이', '0', '0행사', '올해', '진', '0축제', '잔치', '0이날', '이날', '가치', '0통합', '통합', '기한', '하나', '부상', '0전국', '전국']"
52,서울드럼페스티벌,"['기존', '서울', '서울드럼페스티벌', '드럼', '페스티벌', '5', '5월', '월', '봄', '과', '디', '디음악축제', '음악', '축제', '9', '10', '10월', '가을', '여름', '서울국악축제', '국악', '6', '6월', '한강', '뮤직', '뮤직페스티벌', '8', '8월', '서울뮤직페스티벌', '겨울', '서울클래식음악축제', '클래식', '11', '12', '12월', '11월']"
53,신촌뷰티페스티벌,"['뮤지컬', '물론', '연극과', '음악', '공연', '각종', '페스티', '곳곳', '행사', '방문', '수요', '미', '미용', '용', '학원', '올', '올댓', '댓', '뷰티', '아카데미', '강남', '촌', '대', '홍', '홍대', '대', '부산', '서면', '대구', '인천', '대전', '청', '홍대야', '대야', '남이섬', '이', '7', '7일', '일', '8', '8일', '3', '3주차', '주차', '레이', '레이지본', '지본', '핸', '핸섬', '섬', '언어', '정원', '타이', '타이거즈', '거즈', '남이섬어쿠스틱청춘', '어쿠스틱', '청춘', '사진', '사진제공', '제공', '남이섬교육문화그룹', '교육', '문화', '그룹', '오리엔탈', '오리엔탈쇼', '쇼', '브라스', '2', '2주차', '주말', '오리엔탈쇼커스', '커스', '0', '0두왑사운즈', '두왑', '사운', '즈', '0중국', '중국', '뮤지션', '하마', '0언어', '0블루파인', '블루', '파인', '0정흠밴드', '정', '흠', '밴드', '무대', '예정']"
54,커플런,"['티스', '티스테', '테', '2020', '2020년', '년', '2', '2월', '월', '8', '8일', '일', '방', '방콕', '콕', '홀딩', '홀딩핸즈런', '핸즈', '런', '커플', '단거리', '마라톤', '참여', '한국', '대표', '모집', '당첨', '태국', '현지', '행사', '커플런', '참가권', '항공권', '숙식', '등', '3', '3박', '박', '5', '5일', '여행', '비용', '내년', '진행', '2017', '2017년', '태국본사', '본사', '일반적', '3박5일', '전액', '달리기']"
55,압구정로데오힐링페스티벌,"['사진', '현대', '현대백화점', '백화점', '제공', '전국', '15', '15개', '개', '6', '6개', '아울렛', '추석', '연휴', '힐링', '페스티벌', '을', '압구정', '압구정로데오', '로데오', '역', '인근', '위치', '갤러리', '명품', '명품관', '관', '니스', '트렌드', '이탈리아', '하이', '하이엔트', '엔트', '경희', '창조', '미', '이하', '아카데미', '지원', '계기', '축제', '기획', '관심', '저', '힐', '힐링페스티벌', '링', '2017', '정', '정동야행', '동야', '행', '물', '물순환', '순환', '시민', '문화제', '등', '다양', '행사', '주최', '기획단', '16', '16일', '일', '강남', '강남구', '구', '정순', '정순균', '균', '구청장', '구민', '사랑', '쌀', '쌀나눔운동본부', '나눔', '운동', '본부', '김장', '2000', '2000포기', '포기', '솥', '도시락', '지역', '저소득', '기부', '한국', '한국폭력학대예방', '폭력', '학대', '예방', '협회', '의', '청소년', '콘서트', '10', '10월', '월', '1', '1일', '3', '3일', '거리', '일대', '강남', '패션', '페스티', '이', '올해', '10년', '년', '민', '민속', '속', '캠프', '황토', '황토마을', '마을', '횡', '횡성한우축제', '성한', '우', '2016', '대한', '대한민국', '민국', '대표', '최고', '한우', '한우축제', '행사기간', '기간', '서울', '서울특별', '서울특별시', '특별시', '시', '로데오거리', '2016.05', '06', '07', '은', '패션페스티벌', '거리예술공연', '예술', '공연', '놀이', '놀이체험부스', '체험', '부스', '경품', '11', '11일', '신사', '신사동', '동', '열린', '2015', '거리공연', '2015.12', '저작권자', '연합', '연합뉴스', '뉴스', '무단', '전재', '배포', '금지', '12', '강남구청', '구청', '후원', '12월', '금', '12일', '토', '양일', '간']"
56,땡큐페스티벌(ThankUFestival),[]
57,불꽃곰신페스티벌,"['한화', '한화그룹', '그룹', '남자', '남자친구', '친구', '군대', '여자', '여자친구', '불꽃', '곰', '곰신', '신', '고', '고무신', '무신', '페스티', '을', '개최', '군인', '외', '사회적', '귀감', '인물', '지원', '기업', '의인', '상', '제정', '밖', '재능', '재능기부', '기부', '군', '홍보물', '디자인', '개선', '불꽃곰신', '페스티벌', '문화', '분야', '노력', '전경련', '이용우', '사회', '사회본부장', '본부장', '우리', '롯데', '롯데백화점', '백화점', '호국', '호국안보', '안보', '전시', '전시전', '전', '군생활', '생활', '체험', '부스', '마련', '본', '기사', '월간', '경제', '경제풍월', '풍월', '제', '제207호', '207', '호', '2016', '2016년', '년', '11', '11월호', '월', '호', '6', '6월', '호국보훈', '보훈', '달', '18', '18일', '일', '서울', '이대', '이대역', '역', '앞', '라', '이벤트', '참가', '여성', '신발', '은', '간', '일', '이대앞', '국군', '국군장병', '장병', '가족', '연인', '오후', '6시', '시', '이화', '이화여대', '여대', '타', '계단', '대현', '대현문화공원', '공원']"
58,아트업페스티벌,"['이번', '페스티', '폐', '폐자원', '자원', '폐자재', '자재', '활용', '다양', '업', '업사이클', '사이클', '작품', '전시', '이', '이번', '번', '행사', '시티', '주제', '라이프', '아트', '시민', '시민참여프로그램', '참여', '프로그램', '등', '3', '3개', '개', '세부', '섹션', '구성', '미술관', '밤', '드로', '미술', '미술주간', '주간', '연계', '진행', '무료', '무료입장', '입장', '입장료', '할인', '출처', '2019', '포스터', '아트업', '마켓', '이외', '작가', '작가미술장터', '장터', '미술품', '하나', '방식', '독립', '독립예술', '예술', '조명', '점', '내', '마음', '서울', '공간', '예술공간', '관심', '분', '보는', '듯', '하다', '문화', '문화비축기지', '비축', '기지', '류', '내일', '24', '24일', '일', '29', '29일', '청계천', '청계', '청계광장', '광장', '광', '광통교', '통교', '일대', '개최', '꽃', '환상', '미술장터', '예술산책', '산책', '길', '부산', '랩', '아트페어', '페어', '그림', '그림도시', '도시', '폼', '369', '블라인드', '포스터전', '전', '더스트', '사우스', '사우스아트', '유니온', '연희', '연희동', '동']"
59,영등포여의도봄꽃축제,"['25', '25일', '일', '서울', '영등포', '구', '4', '4월', '월', '5', '5일', '11', '11일', '국회', '뒤편', '여의', '여의서로', '서로', '한강', '한강둔치', '둔치', '축구장', '일대', '저', '15', '15회', '회', '여의도', '봄꽃', '봄꽃축제', '축제', '이', '이번', '번', '꽃', '봄', '주제', '1.7', '휴일', '7', '7일', '열린', '2019', '시민', '윤', '윤중로', '중로', '만개', '벚꽃', '벚꽃길', '길', '오', '사진', '김', '석', '기자', '버스', '막차', '막차운행', '운행', '정보', '서울교통정보센터', '교통', '센터', '피스', '홈페이지', '120', '다산', '다산콜센터', '콜', '확인', '수', '도로', '도로통제', '통제', '상', '가능']"
60,어린이벼룩시장,"['올해', '2', '2회', '회', '동인', '낭만', '시장', '은', '콘서트', '등', '다양', '볼거리', '체험', '제공', '어린이', '들', '지역민', '참여', '벼룩시장', '80', '80여개', '여', '개', '팀', '참가', '의미', '이', '송', '개최', '낭만거리', '거리', '낭만랜드', '랜드', '과', '레트', '레트로', '로', '마켓', '날씨', '계룡', '계룡시', '시', '엄사', '엄사중앙', '중앙', '공원', '청소년', '열린', '가운데', '집', '물품', '사진', '계룡시청', '시청', '동아리', '장기', '장기자랑', '자랑', '간식', '간식먹거리', '먹거리', '판매', '판매부스', '부스']"
61,라이프플러스피크닉페스티벌,"['브랜드', '라이프', '라이프플러스', '플러스', '현대', '도시인', '도시', '삶', '주목', '이유', '때문', '벚꽃', '피크닉', '시네마', '시네마위크', '위크', '문화', '예술', '이벤트', '결합', '페스티', '이', '현재', '풍요', '수', '페스티벌', '4', '4월13일', '월', '13', '일', '14', '14일', '일', '개최', '지난해', '진행', '사', '사계절', '계절', '사진', '한화', '한화생명', '생명', '위', '리', '리오늘', '오늘', '신민', '신민호', '호', '기자', '2019', '을', '올해', '4회', '회', '피크닉페스티벌', '은', '4만', '만', '여', '여명이', '명이', '정도', '인기', '공연', '무료', '누구', '참여', '콘서트', '이외', '다양', '거리', '4만여명', '여', '명', '봄', '행사', '13일', '토', '유료', '유료공연', '관람', '티켓', '판매', '지난달', '21', '21일', '24', '티', '티몬을', '몬을', '통해', '일']"
62,서울자전거대행진,"['자전거', '대행진', '코스', '약', '20', '잠실', '잠실학생체육관', '학생', '체육관', '출발', '퍼레이드', '진행', '10', '동작대', '동작대교', '교', '교차로', '반환점', '도착', '27', '27일', '일', '서울', '시', '시교육청', '교육청', '은', '28', '28일', '후', '올림픽', '올림픽공원', '공원', '해산', '평화', '평화통일', '통일', '염원', '자전거대행진', '분단', '아픔', '극복', '개성', '개성공단', '공단', '활성화', '금강산', '평화적', '이용', '남북', '남북간', '간', '점진', '점진적인', '적인', '발전', '소통', '기원', '궁극적', '9', '9일', '오전', '종로', '종로구', '구', '광화문', '광화문광장', '광장', '열린', '참가자', '2019.06', '09']"
63,한강서래섬유채꽃축제,"['한강', '공원', '서래', '서래섬', '섬', '유채꽃', '만', '만개', '개', '나들이', '연일', '초여름', '날씨', '전국', '곳곳', '이곳', '봄', '꽃', '축제', '의', '화사', '분위기', '다양', '행사', '포크', '재즈', '장르', '음악', '서울시', '한강사업본부', '사업', '본부', '11', '12', '12일', '일', '반포', '강', '강공원', '일대', '2019', '개최', '10', '10일', '유채꽃밭', '밭', '기기', '테마', '포토', '포토존', '존', '주제', '구조물', '설치', '시민', '자작']"
64,필스너스프링페스트,"['하이네', '하이네켄', '켄', '19', '20', '20일', '일', '서울', '올림픽', '올림픽공원', '공원', '서울재즈페스티벌', '재즈', '페스티벌', '후원', '지난해', '코', '코엑스', '엑스', '필스', '스프링', '페스트', '필', '필스너우르', '스너', '우', '르', '켈', '규모', '내달', '16', '17', '17일', '너', '우르켈', '개최', '사진', '제공', '필스너', '19일', '삼성', '삼성동', '동', '동쪽', '광장', '맥주', '뉴', '뉴시스', '시스', '배우', '하석', '하석진이', '진이', '강남', '강남구', '구', '열린', '비어', '비어토크', '토크', '기념', '포토', '포토행사', '행사', '참석', '포즈', '진행', '3', '3일']"
65,서울디저트페어,"['맨', '맨온', '온', '분', '유니', '페어', '협업', '구두', '컬렉션', '신세계', '신세계인터내셔날', '인터내셔날', '자체', '남성', '편집', '편집숍맨온', '숍', '은', '대용', '디저트', '로', '수', '상품', '기존', '샌드위치', '토핑', '빵', '속', '형태', '손', '유명', '맛', '맛집들이', '집들이', '축제', '0', '서울', '서울디저트페어', '서', '서디페', '디', '페', '타이틀', '12', '월', '5', '일', '8', '일산', '텍스', '개최', '코리아', '크리스마스', '크리스마스페어', '2019', '참가', '이번', '현장', '현장수업', '수업', '각종', '제과', '커피', '주류', '원부', '원부재료', '재료', '서비스', '교육', '등', '제공', '국내', '최대', '서울디저트', '쇼', '한국', '한국호텔관광고', '호텔', '관', '광고', '조리', '학생', '국내외', '20', '할로윈', '시즌', '이색', '이색푸드', '푸드', '성황리', '종료', '이하', '19', '일-20', '-20', '주말', '주말동안', '동안', '저', '2', '전', '전시장', '시장', '진행']"
66,10초국제애니메이션페스티벌,"['10', '10초', '초', '국제', '애니메이션', '페스티벌', '등', '새', '시도', '스튜', '스튜디오쉘터', '디오', '쉘터', '연사', '참여', '마지막', '세션으로', '기획', '기획개발', '개발', '파트너십', '프로그램', '유망', '시간', '전', '수', '능력', '회사원', '강민혁', '반복', '목숨', '위험', '이', '은', '앞', '저', '19', '19회', '회', '서울', '만화', '애니메이션페스티벌', '처음', '처음공개', '공개', '장편', '부문', '최고상', '네이버', '네이버문화재단', '문화', '재단', '스테이지', '세종', '세종문화회관', '회관', '주최', '페스티', '세종뮤직위크', '뮤직', '위크', '인', '인디', '디', '카카오', '카카오키즈', '키즈', '국내외', '6', '6종', '종', '서비스', '국내', '터닝', '터닝메카드', '메', '카드', '시즌', '시즌1', '1', '강', '강민혁', '민', '혁', '자기', '아내', '아이', '자책감', '최고', '최고상인', '상인', '장편부문', '그랑프리', '수상', '완성도', '작품', '주연', '만', '매진', '2017', '홍', '홍기선', '기선', '특별전', '이태원', '살인', '살인사건', '사건', '위', '과', '그', '유작', '일급', '일급기밀', '기밀', '아래', '아시아', '최대', '규모', '미래', '꿈', '예측', '예지', '예지몽', '몽', '타임', '타임스토퍼', '스토퍼', '타임리와인더', '리', '와인더', '사랑', '감독']"
67,4.19혁명국민문화제,"['10', '10월', '월', '29', '29일', '일', '오전', '태안', '태안읍', '읍', '백화', '백화산', '산', '교장', '교장바위', '바위', '아래', '동학', '동학농민', '농민', '혁명', '군', '추모', '추모탑', '탑', '광장', '저', '29회', '회', '문화', '역사', '거대', '동아줄', '승화', '기미', '기미독립만세운동', '독립', '만세', '운동', '4.19', '4.19혁명', '부마', '부마항쟁', '항쟁', '5.18', '5.18광주민주화운동', '광주', '민주화', '6', '6월', '125', '125주년', '주년', '19', '19회', '충남', '태안', '태안군', '태안군의회', '군', '의회', '의장', '기면', '기면사', '사', '기념', '국민', '국민문화제', '문화제', '추모제', '마라톤', '마라톤대회', '대회', '등', '다양', '계기', '행사', '추진', '고', '공', '공윤선', '윤선', '기자', '엠', '엠빅뉴스', '빅', '뉴스', '손', '손흥민', '흥', '민', '선수', '영국', '신문', '강북', '강북소방서', '소방서', '서장', '장형', '장형순', '순', '18', '18일', '시민', '자유ㆍ민주ㆍ정의', '계승', '2019', '참여', '이날', '주택', '소방', '소방시설', '시설', '홍보', '자동', '자동제세동기', '제세', '동기', '사용법', '소화기', '활동', '도시', '생활성', '사업', '필요', '지역', '설명', '서울', '강북구청', '구청', '인근', '열린', '59', '59주년', '전야', '전야제', '제', '거리', '재현', '퍼레이드', '사진', '뉴', '뉴시스', '시스', '업', '업코리아', '코리아', '평가', '평가보고회장', '보고', '회장', '발언', '박', '박겸수', '겸', '수', '강북', '강북구', '강북구청장', '구', '청장', '왼쪽', '번째', '4', '19혁명', '의', '성과', '평가보고회', '보고회', '28', '28일', '개최', '역사문화관광', '관광', '정책', '사업비', '20', '20억4000만', '억', '4000', '만', '원', '60', '60주년', '근', '근현대사기념관', '현대사', '기념관', '운영', '3.1', '3.1독립운동', '독립운동', '재현행사', '완성도', '제고', '사용', '예정', '이', '지역경제', '경제', '공로자', '공로자회장', '민주', '혁명국민문화제', '위원회', '위원장', '역임', '2016', '2016년', '년', '2', '2월', '80', '80세', '세', '나이', '별세', '묘지', '안장', '문', '전', '대표', '자신', '고집', '동시', '자기', '의지']"
68,전통주와전통음식의만남축제,"['먹거리', '축제', '28', '28일', '일', '로컬', '로컬맛', '맛', '여행', '재발견', '29', '29일', '서울', '만남', '30', '30일', '일', '원', '원데이푸드트립', '데이', '푸드', '트립', '학교', '학교급식활성화', '급식', '활성화', '공동', '공동보고회', '보고회', '31', '31일', '전통', '전통음식', '음식', '교육', '11', '11월', '월', '2', '2일', '청년층', '식생활', '식생활개선', '개선', '프로그램', '시민', '민간', '민간행사', '행사', '2019', '소믈리에', '경북', '전통주', '의', '11월1일', '1', '3', '3일', '청송', '청송군', '군', '용전', '용전천변', '천변', '현비', '현비암', '암', '상주', '은자', '은자골', '골', '탁배기', '막걸리', '술', '김치', '된장', '우리', '고유', '발효', '최근', '개최', '초기', '소비자', '로', '시작', '현재', '수도권', '도', '마련', '과', '만들기', '체험', '수', '농기구', '등', '다양', '영양', '문화', '오', '10', '10일', '11일', '남산골', '한옥', '한옥마을', '마을', '2018', '한국', '식문화', '한국농어촌방송', '농어촌', '방송', '정', '정지혜기자', '지혜', '기자', '2017', '저', '10회', '회', '외국인', '전시', '참관', '11회', '식품', '홍보', '공간', '1층', '층', '갤러리', '전국', '8', '8도', '도', '생산', '오이', '오이소박이', '소박이', '갓김치', '부', '부각', '각', '쌀', '쌀엿강정', '엿강정', '을', '관련', '식품명인', '명인', '체험시간', '시간', '본', '시연', '시음', '시식', '공연', '경연', '경연대회', '대회', '볼거리', '먹을거리', '먹을거리등', '한국떡한과산업', '떡', '한과', '산업', '박람회', '겸', '기본', '사', '한국떡한과세계화', '세계화', '협회', '농축', '식품부와', '부와', '한국농수산유통공사', '농수산', '유통', '공사', '후원', '연구소', '주최', '주관', '중구', '소재', '5', '5월18일', '18', '이날', '19', '19일', '이틀간', '의미', '정월', '대보름', '귀밝이', '귀밝이술', '여름']"
69,한강물싸움축제,"['2018', '2018년', '년', '진행', '한강', '한강워터피크닉', '워터', '피크닉', '한강물', '한강물싸움축제', '싸움', '축제', '의', '모습', '제공', '서울시', '주말', '난지', '강', '강공원', '공원', '물총', '물총싸움', '워터슬라이드', '슬라이드', '체험', '등', '무더위', '줄', '워터피크닉', '이', '8', '8월', '월', '3', '3일', '일', '4', '4일', '오전', '서울', '마포', '마포구', '구', '2019', '초록색', '조끼', '악당', '무리', '시민', '퇴치']"
70,충무공이순신탄신기념행사,"['문화재', '문화재청', '청', '현충사', '현충사관리소', '관리소', '28', '28일', '일', '오전', '아산', '충무공', '이순신', '장군', '애국', '애국정신과', '정신과', '국난', '국난극복', '극복', '의지', '선양', '탄신', '저', '474', '474주년', '주년', '기념', '다례', '행사', '개최', '이날', '0', '0다례', '11', '11시', '시', '충남', '아산시', '시', '기념행사', '거행', '23', '23일', '초헌관', '현충사관리소장', '관리', '소장', '의', '분향', '헌작', '술잔', '올림']"
71,세종탄신기념문화행사,"['송시열', '송시열선생', '선생', '탄신', '412', '412주년', '주년', '기념', '우', '우향제', '향제', '전통', '문화', '문화행사', '행사', '동시', '암', '암송시열', '우리', '유성', '유성구', '구', '충청남', '충청남도', '도', '공주', '공주시', '시', '보령', '보령시', '논산', '논산시', '계룡', '계룡시', '시', '부여', '부여군', '군', '서천', '서천군', '금산', '금산군', '세종', '시민', '시민기자단', '기자단', '재청', '궁', '궁능유적본부', '능', '유적', '본부', '대왕', '대왕유적관리소', '관리소', '내일', '15', '15일', '일', '오전', '11', '11시', '시', '경기', '경기도', '도', '여주', '영릉', '622', '숭모', '숭모제전', '제전', '을', '봉행', '역', '역사상', '사상', '성군', '사진', '지난해', '진행', '모습', '경복궁', '경복궁관리소', '초등학생', '대상', '일', '5', '5월', '월', '11일', '12', '12일', '토', '일요일', '초등학교', '1', '3', '3학년', '학년', '한글날', '10', '10월', '5일', '22', '28', '전국', '2052', '2052개', '개', '국민', '예정', '4', '4월', '도서관', '주간', '세계', '책의', '충무공', '474', '474주년', '군악', '연주', '해군', '뮤지컬', '나', '수', '2019', '2019년', '년', '대한', '대한민국', '민국', '2,052', '2,052개', '호국']"
72,희망의운동화나눔축제,"['희망', '운동화', '나눔', '나눔축제', '축제', '평화', '이미지', '해외', '빈곤', '청소년', '전달', '전', '세계적', '운동', '서울시', '2007', '2007년', '년', '내전', '후유증', '고통', '우간다', '소년병', '5000', '5000켤레', '켤레', '그림', '메시지', '2000', '2000켤레', '라오스', '아이', '2019', '8', '8일', '일', '광화문', '광화문광장', '광장', '개최', '2018', '2018년', '댐', '붕괴', '붕괴사고', '사고', '2019년', '홍수', '피해', '등', '올해', '13', '13주년', '주년', '9', '9일', '양일간', '수해', '어린이', '아픔']"
73,빗물축제,"['이번', '박람회', '주제', '내가', '그린', '건강', '세상', '소비', '축제', '페스티', '페스티벌', '벌', '국민', '개인', '주체적', '환경', '환경형', '형', '사회적', '사회적경제기업', '경제', '기업', '공동', '참여', '다육', '관', '관엽식물', '엽', '식물', '화분', '골판지', '원료', '장난감', '우산', '빗물', '저', '18', '18호', '호', '태풍', '미', '의', '영향', '3', '3일', '일', '오전', '강원', '강릉', '강릉시', '시', '아이스', '아레나', '이', '관계자', '배수', '작업', '이곳', '이날', '강릉커피', '커피', '진행', '예정', '2019.10', '태', '풍', '대', '대토론', '토론', '실시', '학생', '온라인', '제출', '환경문제', '문제', '우리', '가정', '실천', '환경보호', '보호', '활동', '거리', '난방기', '사용', '커튼', '활용', '가족', '19', '19일', '51', '51개', '개', '유아', '유아숲체험원', '숲', '체험', '원', '동시', '개최', '18일', '남산', '남산공원', '공원', '종로', '종로구', '구', '햇님', '햇님달님', '달님', '놀이', '모습', '사진', '서울시', '유아숲', '위치', '자료', '홍연', '기자', '말', '일산', '일산호수공원', '호수', '사람', '사랑', '시대', '제도', '속', '고양', '고양국제꽃박람회', '국제', '꽃', '가을꽃', '호수꽃빛', '빛', '등', '국내', '세계적', '명소', '동해안', '300', '300㎜', '㎜', '집중', '호우', '장', '강릉아레나', '외부', '을']"
74,남산골한옥마을세시맞이오(五)대감설날잔치,[]
75,종묘대제,"['권의', '책', '10', '10월1일', '월', '1', '일', '11', '11월15일', '15', '일', '0', '창경궁', '가을', '가을길', '길', '10월31일', '31', '11월10일', '목', '금', '토', '일', '덕수궁', '석조전', '특별전', '대한', '대한제국', '제국', '황제', '식탁', '9', '9월21일', '21', '11월24일', '24', '종묘', '추향', '대제', '11월', '2', '2일', '등', '중기', '중기이코노미', '이코노미', '세계', '세계문화유산인', '문화', '유산인', '사직', '환', '환구', '구', '왕릉', '왕릉제향', '제향', '전수', '전수자로', '자로', '진행', '2019', '2019가을', '종묘대제', '세', '세종대왕실', '종대', '왕실', '대축', '대축관', '관', '봉', '봉무', '무', '조선', '조선왕실', '문화위원', '위원', '여주', '영', '영릉', '릉', '세종', '세종대왕릉', '대왕릉', '세종대왕', '대왕', '국무총리', '국무총리상은', '상은', '태극', '태극무늬', '무늬', '4', '4괘', '괘', '현대적', '해석', '재구성', '태극구성', '구성', '의', '최', '최우영', '우영', '씨', '일반부', '특징', '시각적', '안해', '학생', '대', '대학생부', '부', '제사', '사', '신라', '신라오릉보존', '오', '보존', '회', '이사장', '박', '박낙규', '낙', '규', '주관', '이날', '초헌관', '박석', '박석남', '남', '우진', '우진사료공업', '사료', '공업', '회장', '아헌관', '박재', '박재순', '순', '광주', '광주전남발전', '전', '남발', '협의회', '추모제', '국가', '국가무형문화재', '무형', '문화재', '제', '제1호', '호', '종묘제례악', '제례악', '전수교육조교', '교육', '조교', '김', '김영숙', '영숙', '박사', '자문', '사직대제', '환구대제', '국가제례', '제례', '제관', '이상', '이상훈', '훈', '종묘제례보존회', '전례', '전례차장', '차장', '의례', '지도', '창', '창근', '근']"
